theater_name,movie_title,zipcode,theater_location,show_url,show_timing,movie_date,auditorium_no,reserved_seating,no_of_seat,ticket_price,movie_duration,no_of_seat,total,reserved,checkered,available
Regal Canyon View,Tenet,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151561&tid=AAUEF&sdate=2020-09-15+18:30&mid=219762&from=mov_det_showtimes,6:30p,"Tuesday, Sep 15 at 6:30 PM",Auditorium 7,Reserved seating,"1
Adult tickets",$12.15,"PG-13, 2 Hr 30 Min","1
Adult tickets",288,0,126,162
Regal Canyon View,Tenet,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151570&tid=AAUEF&sdate=2020-09-15+19:00&mid=219762&from=mov_det_showtimes,7:00p,"Tuesday, Sep 15 at 7:00 PM",Auditorium 11,Reserved seating,"1
Adult tickets",$12.15,"PG-13, 2 Hr 30 Min","1
Adult tickets",120,0,64,56
Regal Canyon View,The Eight Hundred (2020),81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151576&tid=AAUEF&sdate=2020-09-15+15:25&mid=219102&from=mov_det_showtimes,3:25p,"Tuesday, Sep 15 at 3:25 PM",Auditorium 14,Reserved seating,"1
Adult tickets",$10.40,2 Hr 27 Min,"1
Adult tickets",166,0,79,87
Regal Canyon View,The New Mutants,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151573&tid=AAUEF&sdate=2020-09-15+13:10&mid=206666&from=mov_det_showtimes,1:10p,"Tuesday, Sep 15 at 1:10 PM",Auditorium 13,Reserved seating,"1
Adult tickets",$10.40,"PG-13, 1 Hr 34 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,The New Mutants,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151566&tid=AAUEF&sdate=2020-09-15+14:10&mid=206666&from=mov_det_showtimes,2:10p,"Tuesday, Sep 15 at 2:10 PM",Auditorium 10,Reserved seating,"1
Adult tickets",$10.40,"PG-13, 1 Hr 34 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,The New Mutants,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151574&tid=AAUEF&sdate=2020-09-15+15:25&mid=206666&from=mov_det_showtimes,3:25p,"Tuesday, Sep 15 at 3:25 PM",Auditorium 13,Reserved seating,"1
Adult tickets",$10.40,"PG-13, 1 Hr 34 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,The New Mutants,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151567&tid=AAUEF&sdate=2020-09-15+16:25&mid=206666&from=mov_det_showtimes,4:25p,"Tuesday, Sep 15 at 4:25 PM",Auditorium 10,Reserved seating,"1
Adult tickets",$12.15,"PG-13, 1 Hr 34 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,The New Mutants,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151575&tid=AAUEF&sdate=2020-09-15+17:40&mid=206666&from=mov_det_showtimes,5:40p,"Tuesday, Sep 15 at 5:40 PM",Auditorium 13,Reserved seating,"1
Adult tickets",$12.15,"PG-13, 1 Hr 34 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,The New Mutants,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151568&tid=AAUEF&sdate=2020-09-15+18:40&mid=206666&from=mov_det_showtimes,6:40p,"Tuesday, Sep 15 at 6:40 PM",Auditorium 10,Reserved seating,"1
Adult tickets",$12.15,"PG-13, 1 Hr 34 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,The Personal History Of David Copperfield,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151546&tid=AAUEF&sdate=2020-09-15+13:20&mid=220120&from=mov_det_showtimes,1:20p,"Tuesday, Sep 15 at 1:20 PM",Auditorium 2,Reserved seating,"1
Adult tickets",$10.40,,"1
Adult tickets",90,0,30,60
Regal Canyon View,The Personal History Of David Copperfield,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151547&tid=AAUEF&sdate=2020-09-15+16:00&mid=220120&from=mov_det_showtimes,4:00p,"Tuesday, Sep 15 at 4:00 PM",Auditorium 2,Reserved seating,"1
Adult tickets",$12.15,,"1
Adult tickets",90,0,30,60
Regal Canyon View,The Personal History Of David Copperfield,81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151548&tid=AAUEF&sdate=2020-09-15+18:40&mid=220120&from=mov_det_showtimes,6:40p,"Tuesday, Sep 15 at 6:40 PM",Auditorium 2,Reserved seating,"1
Adult tickets",$12.15,,"1
Adult tickets",90,0,30,60
Regal Canyon View,Unhinged (2020),81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151554&tid=AAUEF&sdate=2020-09-15+13:25&mid=223048&from=mov_det_showtimes,1:25p,"Tuesday, Sep 15 at 1:25 PM",Auditorium 5,Reserved seating,"1
Adult tickets",$10.40,"R, 1 Hr 31 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,Unhinged (2020),81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151555&tid=AAUEF&sdate=2020-09-15+15:30&mid=223048&from=mov_det_showtimes,3:30p,"Tuesday, Sep 15 at 3:30 PM",Auditorium 5,Reserved seating,"1
Adult tickets",$10.40,"R, 1 Hr 31 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,Unhinged (2020),81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151556&tid=AAUEF&sdate=2020-09-15+17:40&mid=223048&from=mov_det_showtimes,5:40p,"Tuesday, Sep 15 at 5:40 PM",Auditorium 5,Reserved seating,"1
Adult tickets",$12.15,"R, 1 Hr 31 Min","1
Adult tickets",90,0,30,60
Regal Canyon View,Black Panther (2018),81505,"648 Market Street
Grand Junction, CO 81505",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319151578&tid=AAUEF&sdate=2020-09-15+12:35&mid=202991&from=mov_det_showtimes,12:35p,"Tuesday, Sep 15 at 12:35 PM",Auditorium 14,Reserved seating,"1
Adult tickets",$5.00,2 Hr 14 Min,"1
Adult tickets",166,0,79,87
