theater_name,movie_title,zipcode,theater_location,show_url,show_timing,movie_date,auditorium_no,reserved_seating,no_of_seat,ticket_price,movie_duration,no_of_seat,total,reserved,checkered,available
AMC North Dekalb 16,Tenet,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021588&tid=AADCG&sdate=2020-09-15+16:30&mid=219762&from=mov_det_showtimes,4:30p,"Tuesday, Sep 15 at 4:30 PM",Auditorium 14,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 2 Hr 30 Min","1
Adult tickets",299,1,0,298
AMC North Dekalb 16,Tenet,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021480&tid=AADCG&sdate=2020-09-15+17:00&mid=219762&from=mov_det_showtimes,5:00p,"Tuesday, Sep 15 at 5:00 PM",Auditorium 8,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 2 Hr 30 Min","1
Adult tickets",146,0,0,146
AMC North Dekalb 16,Tenet,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021385&tid=AADCG&sdate=2020-09-15+18:00&mid=219762&from=mov_det_showtimes,6:00p,"Tuesday, Sep 15 at 6:00 PM",Auditorium 2,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 2 Hr 30 Min","1
Adult tickets",146,0,0,146
AMC North Dekalb 16,Tenet,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021508&tid=AADCG&sdate=2020-09-15+18:30&mid=219762&from=mov_det_showtimes,6:30p,"Tuesday, Sep 15 at 6:30 PM",Auditorium 9,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 2 Hr 30 Min","1
Adult tickets",146,0,0,146
AMC North Dekalb 16,Tenet,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021581&tid=AADCG&sdate=2020-09-15+19:00&mid=219762&from=mov_det_showtimes,7:00p,"Tuesday, Sep 15 at 7:00 PM",Auditorium 13,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 2 Hr 30 Min","1
Adult tickets",298,2,0,296
AMC North Dekalb 16,Tenet,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021435&tid=AADCG&sdate=2020-09-15+19:30&mid=219762&from=mov_det_showtimes,7:30p,"Tuesday, Sep 15 at 7:30 PM",Auditorium 5,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 2 Hr 30 Min","1
Adult tickets",245,0,0,245
AMC North Dekalb 16,Tenet,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021375&tid=AADCG&sdate=2020-09-15+20:00&mid=219762&from=mov_det_showtimes,8:00p,"Tuesday, Sep 15 at 8:00 PM",Auditorium 1,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 2 Hr 30 Min","1
Adult tickets",157,0,15,142
AMC North Dekalb 16,Tenet,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021587&tid=AADCG&sdate=2020-09-15+20:30&mid=219762&from=mov_det_showtimes,8:30p,"Tuesday, Sep 15 at 8:30 PM",Auditorium 14,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 2 Hr 30 Min","1
Adult tickets",299,1,0,298
AMC North Dekalb 16,The New Mutants,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021626&tid=AADCG&sdate=2020-09-15+14:30&mid=206666&from=mov_det_showtimes,2:30p,"Tuesday, Sep 15 at 2:30 PM",Auditorium 16,Reserved seating,"1
Adult tickets",$5.93,"PG-13, 1 Hr 34 Min","1
Adult tickets",181,0,0,181
AMC North Dekalb 16,The New Mutants,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021514&tid=AADCG&sdate=2020-09-15+15:45&mid=206666&from=mov_det_showtimes,3:45p,"Tuesday, Sep 15 at 3:45 PM",Auditorium 10,Reserved seating,"1
Adult tickets",$5.93,"PG-13, 1 Hr 34 Min","1
Adult tickets",133,1,0,132
AMC North Dekalb 16,The New Mutants,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021472&tid=AADCG&sdate=2020-09-15+17:30&mid=206666&from=mov_det_showtimes,5:30p,"Tuesday, Sep 15 at 5:30 PM",Auditorium 7,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 1 Hr 34 Min","1
Adult tickets",146,0,0,146
AMC North Dekalb 16,The New Mutants,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021513&tid=AADCG&sdate=2020-09-15+18:45&mid=206666&from=mov_det_showtimes,6:45p,"Tuesday, Sep 15 at 6:45 PM",Auditorium 10,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 1 Hr 34 Min","1
Adult tickets",133,1,0,132
AMC North Dekalb 16,The New Mutants,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021473&tid=AADCG&sdate=2020-09-15+20:30&mid=206666&from=mov_det_showtimes,8:30p,"Tuesday, Sep 15 at 8:30 PM",Auditorium 7,Reserved seating,"1
Adult tickets",$8.09,"PG-13, 1 Hr 34 Min","1
Adult tickets",146,0,0,146
AMC North Dekalb 16,The Personal History Of David Copperfield,30033,"2050 Lawrenceville Hwy.
Decatur, GA 30033",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=319021551&tid=AADCG&sdate=2020-09-15+20:10&mid=220120&from=mov_det_showtimes,8:10p,"Tuesday, Sep 15 at 8:10 PM",Auditorium 12,Reserved seating,"1
Adult tickets",$8.09,,"1
Adult tickets",137,0,0,137
