theater_name,movie_title,zipcode,theater_location,show_url,show_timing,movie_date,auditorium_no,reserved_seating,no_of_seat,ticket_price,movie_duration,no_of_seat,total,reserved,checkered,available
Regal Fredericksburg & IMAX,Tenet: The IMAX 2D Experience,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905931&tid=AAEQW&sdate=2020-09-14+12:30&mid=223279&from=mov_det_showtimes,12:30p,"Monday, Sep 14 at 12:30 PM",Auditorium 1,IMAX,"1
Adult tickets",$17.04,"PG-13, 2 Hr 30 Min","1
Adult tickets",171,0,89,82
Regal Fredericksburg & IMAX,Tenet: The IMAX 2D Experience,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905932&tid=AAEQW&sdate=2020-09-14+16:00&mid=223279&from=mov_det_showtimes,4:00p,"Monday, Sep 14 at 4:00 PM",Auditorium 1,IMAX,"1
Adult tickets",$17.04,"PG-13, 2 Hr 30 Min","1
Adult tickets",171,3,93,75
Regal Fredericksburg & IMAX,Tenet: The IMAX 2D Experience,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905933&tid=AAEQW&sdate=2020-09-14+19:30&mid=223279&from=mov_det_showtimes,7:30p,"Monday, Sep 14 at 7:30 PM",Auditorium 1,IMAX,"1
Adult tickets",$17.04,"PG-13, 2 Hr 30 Min","1
Adult tickets",171,0,89,82
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905955&tid=AAEQW&sdate=2020-09-14+13:30&mid=219762&from=mov_det_showtimes,1:30p,"Monday, Sep 14 at 1:30 PM",Auditorium 10,Reserved seating,"1
Adult tickets",$9.00,"PG-13, 2 Hr 30 Min","1
Adult tickets",91,0,52,39
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905939&tid=AAEQW&sdate=2020-09-14+16:15&mid=219762&from=mov_det_showtimes,4:15p,"Monday, Sep 14 at 4:15 PM",Auditorium 3,Reserved seating,"1
Adult tickets",$12.07,"PG-13, 2 Hr 30 Min","1
Adult tickets",80,0,36,44
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905962&tid=AAEQW&sdate=2020-09-14+16:30&mid=219762&from=mov_det_showtimes,4:30p,"Monday, Sep 14 at 4:30 PM",Auditorium 12,Reserved seating,"1
Adult tickets",$12.07,"PG-13, 2 Hr 30 Min","1
Adult tickets",245,0,127,118
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905965&tid=AAEQW&sdate=2020-09-14+16:50&mid=219762&from=mov_det_showtimes,4:50p,"Monday, Sep 14 at 4:50 PM",Auditorium 14,Reserved seating,"1
Adult tickets",$12.07,"PG-13, 2 Hr 30 Min","1
Adult tickets",173,0,80,93
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905956&tid=AAEQW&sdate=2020-09-14+17:00&mid=219762&from=mov_det_showtimes,5:00p,"Monday, Sep 14 at 5:00 PM",Auditorium 10,Reserved seating,"1
Adult tickets",$12.07,"PG-13, 2 Hr 30 Min","1
Adult tickets",91,0,52,39
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905940&tid=AAEQW&sdate=2020-09-14+19:40&mid=219762&from=mov_det_showtimes,7:40p,"Monday, Sep 14 at 7:40 PM",Auditorium 3,Reserved seating,"1
Adult tickets",$12.07,"PG-13, 2 Hr 30 Min","1
Adult tickets",80,0,36,44
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905963&tid=AAEQW&sdate=2020-09-14+20:00&mid=219762&from=mov_det_showtimes,8:00p,"Monday, Sep 14 at 8:00 PM",Auditorium 12,Reserved seating,"1
Adult tickets",$12.07,"PG-13, 2 Hr 30 Min","1
Adult tickets",245,0,127,118
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905966&tid=AAEQW&sdate=2020-09-14+20:15&mid=219762&from=mov_det_showtimes,8:15p,"Monday, Sep 14 at 8:15 PM",Auditorium 14,Reserved seating,"1
Adult tickets",$12.07,"PG-13, 2 Hr 30 Min","1
Adult tickets",173,0,80,93
Regal Fredericksburg & IMAX,Tenet,22407,"3301 Plank Road Route 3W
Fredericksburg, VA 22401",https://tickets.fandango.com/Transaction/Ticketing/ticketboxoffice.aspx?row_count=318905957&tid=AAEQW&sdate=2020-09-14+20:30&mid=219762&from=mov_det_showtimes,8:30p,"Monday, Sep 14 at 8:30 PM",Auditorium 10,Reserved seating,"1
Adult tickets",$12.07,"PG-13, 2 Hr 30 Min","1
Adult tickets",91,0,52,39
